Number,Name,Infections,Channel,CF,I start,I end,Size
124,g4g_00125.wav,1,2,0.9221543327683559,27,45,375379
143,g4g_00144.wav,1,3,1.1068275374479586,29,45,332102
16,g4g_00017.wav,1,1,1.1453076269753173,23,45,476045
112,g4g_00113.wav,1,3,0.9912571972232087,28,45,368640
51,g4g_00052.wav,1,0,0.9302167614820454,29,45,350918
148,g4g_00149.wav,1,3,1.3845651092170892,25,45,439354
103,g4g_00104.wav,1,0,0.8521263142102904,25,46,441235
109,g4g_00110.wav,1,1,0.9202062397397553,26,46,422419
185,g4g_00186.wav,1,3,0.997146923630891,29,46,357504
186,g4g_00187.wav,1,3,0.5187321494023943,29,46,357504
221,g4g_00222.wav,1,0,1.1380440531783151,29,46,364090
113,g4g_00114.wav,1,0,0.7886241538159038,29,46,368640
153,g4g_00154.wav,1,0,0.7526278262920183,31,47,331162
229,g4g_00230.wav,1,0,0.8780228386194016,29,47,384787
100,g4g_00101.wav,1,1,0.9341482961871261,31,47,343392
19,g4g_00020.wav,1,3,0.9788835223646306,25,47,476045
193,g4g_00194.wav,1,3,1.028557379149273,31,47,344333
188,g4g_00189.wav,1,0,1.323617736698928,31,47,346214
194,g4g_00195.wav,1,0,0.7908046862830398,31,47,347155
70,g4g_00071.wav,1,2,0.924053651628017,31,47,350918
136,g4g_00137.wav,1,3,0.9528137145866705,32,48,332102
162,g4g_00163.wav,1,0,1.2529237896833092,26,48,465696
176,g4g_00177.wav,1,1,1.1948070525949253,30,48,380083
224,g4g_00225.wav,1,3,0.9385612938211841,31,48,365030
1,g4g_00002.wav,1,2,1.1510894397932299,28,48,431827
17,g4g_00018.wav,1,1,0.8753023517465104,26,48,476045
24,g4g_00025.wav,1,0,1.1113211256463154,28,48,438016
25,g4g_00026.wav,1,0,0.9835586200001115,28,48,438016
158,g4g_00159.wav,1,0,1.328345656156273,28,48,438413
29,g4g_00030.wav,1,0,0.9705076121628224,30,49,397056
145,g4g_00146.wav,1,0,0.9921387821008614,33,49,332102
146,g4g_00147.wav,1,1,1.1496586048553574,33,49,332102
61,g4g_00062.wav,1,3,1.1918621071092936,34,49,314227
76,g4g_00077.wav,1,0,1.3612032215200458,34,49,326458
104,g4g_00105.wav,1,2,1.1703017634192032,30,49,414893
71,g4g_00072.wav,1,0,1.2071680607852708,33,49,350918
230,g4g_00231.wav,1,2,1.071529320695491,28,50,463814
95,g4g_00096.wav,1,1,0.5872849683592736,29,50,442176
132,g4g_00133.wav,1,2,0.7903975539584636,34,50,332102
138,g4g_00139.wav,1,2,1.095725322963154,34,50,332102
20,g4g_00021.wav,1,0,0.6792871533988856,34,50,345856
8,g4g_00009.wav,1,2,0.9310854202529912,33,50,374438
168,g4g_00169.wav,1,1,1.4637221868748784,33,50,374438
6,g4g_00007.wav,1,1,1.0832455361107258,34,50,352800
151,g4g_00152.wav,1,0,1.0098110021481257,35,51,331162
125,g4g_00126.wav,1,1,0.9040800865131666,33,51,375379
144,g4g_00145.wav,1,0,1.1023400284533242,35,51,332102
161,g4g_00162.wav,1,2,1.1426665068832746,29,51,466637
33,g4g_00034.wav,1,2,0.938417381189962,33,51,379648
60,g4g_00061.wav,1,2,0.916489417007269,36,51,314227
46,g4g_00047.wav,1,0,0.7741173035897022,32,51,402662
80,g4g_00081.wav,1,3,0.9467078379325876,35,51,341510
189,g4g_00190.wav,1,0,1.2104626998014423,35,51,346214
14,g4g_00015.wav,1,1,0.939625871734319,33,51,393254
84,g4g_00085.wav,1,0,0.9382047533357711,31,51,440294
137,g4g_00138.wav,1,2,1.1491672285466943,36,52,332102
141,g4g_00142.wav,1,3,1.1774515857745689,36,52,332102
147,g4g_00148.wav,1,2,1.0769131119116957,36,52,332102
216,g4g_00217.wav,1,1,1.0007857747667932,37,52,312346
211,g4g_00212.wav,1,3,0.9508761454243426,36,52,342451
119,g4g_00120.wav,1,3,0.8022938595002738,38,52,306176
11,g4g_00012.wav,1,1,0.6757848532289575,35,52,373498
140,g4g_00141.wav,1,0,0.8988350549888225,37,53,332102
62,g4g_00063.wav,1,3,0.9886378062493134,31,53,469459
0,g4g_00001.wav,1,2,1.3942401536084574,33,53,431827
156,g4g_00157.wav,1,1,0.9441737287354256,37,53,346214
213,g4g_00214.wav,1,1,0.9293679158679706,33,54,444058
3,g4g_00004.wav,1,1,0.9256236315940387,34,54,431827
18,g4g_00019.wav,1,1,0.63656489536061,32,54,476045
172,g4g_00173.wav,1,0,0.7517418874064761,34,54,439354
204,g4g_00205.wav,1,2,1.0377903875100034,38,54,352800
28,g4g_00029.wav,1,0,0.6272206501880133,36,55,397056
39,g4g_00040.wav,1,0,1.1879687690660194,37,55,379904
99,g4g_00100.wav,1,2,0.9791872699617364,40,55,315168
198,g4g_00199.wav,1,3,1.4412202127075955,35,55,428299
43,g4g_00044.wav,1,2,1.347327967042594,38,55,365056
48,g4g_00049.wav,1,2,0.7713766540634437,35,55,434432
88,g4g_00089.wav,1,1,0.6944976446241188,35,55,440294
67,g4g_00068.wav,1,1,1.2978377265026955,35,56,449702
116,g4g_00117.wav,1,2,1.3211618147657977,41,56,317440
228,g4g_00229.wav,1,2,1.2422371995426087,38,56,384787
202,g4g_00203.wav,1,3,0.6327180472609375,38,56,387610
203,g4g_00204.wav,1,2,0.7285742165837759,38,56,387610
128,g4g_00129.wav,1,3,1.1509846923134017,36,56,431827
131,g4g_00132.wav,1,0,1.1308562467909677,36,56,431827
200,g4g_00201.wav,1,1,0.9659628311600741,35,56,457229
191,g4g_00192.wav,1,3,0.692006887175183,40,56,348096
217,g4g_00218.wav,1,0,1.0961327487946237,42,57,312346
4,g4g_00005.wav,1,3,0.7813376836637003,36,57,455347
115,g4g_00116.wav,1,0,1.161999820353974,40,57,368640
75,g4g_00076.wav,1,0,0.9436900584643865,39,57,391373
105,g4g_00106.wav,1,2,1.271259032528004,38,57,414893
35,g4g_00036.wav,1,3,0.9403037272107242,41,57,352800
122,g4g_00123.wav,1,1,0.8655288162686777,40,58,375379
56,g4g_00057.wav,1,0,1.24609263214833,43,58,316109
59,g4g_00060.wav,1,0,0.5652803544636185,43,58,316109
81,g4g_00082.wav,1,1,1.1019096585643438,42,58,341510
121,g4g_00122.wav,1,2,1.3145945712314409,41,58,368640
72,g4g_00073.wav,1,3,0.7754692147648252,40,58,395136
169,g4g_00170.wav,1,1,1.3082062596033373,41,58,374438
160,g4g_00161.wav,1,1,1.1632484863606882,37,59,466637
192,g4g_00193.wav,1,0,0.962926056039856,43,59,344333
10,g4g_00011.wav,1,3,1.1513623054068067,42,59,373498
205,g4g_00206.wav,1,3,0.7408954763679193,43,59,352800
154,g4g_00155.wav,1,1,1.200159416921986,44,60,332102
45,g4g_00046.wav,1,2,0.7262280206376043,43,60,355840
157,g4g_00158.wav,1,3,1.290364879778282,44,60,346214
167,g4g_00168.wav,1,3,0.7492716598680775,45,61,332102
196,g4g_00197.wav,1,3,0.984618991003547,45,61,348096
97,g4g_00098.wav,1,2,0.617208890820259,41,62,441235
102,g4g_00103.wav,1,2,1.0135050233233498,41,62,441235
66,g4g_00067.wav,1,3,1.0645962003568812,41,62,449702
101,g4g_00102.wav,1,2,0.8350146019459346,46,62,343392
87,g4g_00088.wav,1,3,1.4343204470885609,42,62,440294
12,g4g_00013.wav,1,2,0.938115372544986,44,63,397018
139,g4g_00140.wav,1,0,1.3203492188515122,47,63,332102
170,g4g_00171.wav,1,1,1.18133969844403,46,63,355622
175,g4g_00176.wav,1,2,0.9964646940974671,46,63,357504
42,g4g_00043.wav,1,2,0.9165219714652413,46,63,365056
68,g4g_00069.wav,1,2,1.0416141410383628,45,63,388550
73,g4g_00074.wav,1,3,1.3099214880475016,45,63,395136
83,g4g_00084.wav,1,1,1.3351257199423874,48,64,341510
13,g4g_00014.wav,1,1,0.566644046795139,46,65,397018
123,g4g_00124.wav,1,3,0.9587985474972966,47,65,375379
89,g4g_00090.wav,1,1,1.369470474185091,45,65,440294
231,g4g_00232.wav,1,1,0.9517601906580406,44,66,463814
117,g4g_00118.wav,1,3,0.6297700334649012,51,66,317440
222,g4g_00223.wav,1,3,1.216973182794284,49,66,364090
79,g4g_00080.wav,1,3,1.4281467919409256,51,66,326458
206,g4g_00207.wav,1,3,0.8115290200426178,48,67,399840
98,g4g_00099.wav,1,0,1.2673964866517173,52,67,315168
227,g4g_00228.wav,1,2,1.364346623700059,50,67,359386
41,g4g_00042.wav,1,0,1.0389055814607278,47,67,434432
180,g4g_00181.wav,1,0,0.6737075481427659,48,68,419597
130,g4g_00131.wav,1,1,0.7961482465067851,49,69,431827
199,g4g_00200.wav,1,2,1.057226970858726,50,70,428299
15,g4g_00016.wav,1,1,1.049377748854051,52,70,393254
129,g4g_00130.wav,1,1,1.0441607802731645,51,71,431827
184,g4g_00185.wav,1,2,1.2563523230377878,55,72,357504
209,g4g_00210.wav,1,1,1.1903843104524867,57,72,317990
5,g4g_00006.wav,1,0,0.9070314897220524,51,72,455347
163,g4g_00164.wav,1,3,0.7214121728574587,52,74,465696
171,g4g_00172.wav,1,0,0.6367726247388952,63,80,355622
40,g4g_00041.wav,1,1,0.9679828140063953,60,80,434432
86,g4g_00087.wav,1,3,1.0514695756929835,60,80,440294
96,g4g_00097.wav,1,0,0.7905852233426207,60,81,441235
218,g4g_00219.wav,1,1,1.2611983456571947,72,87,314227
